代码,名称,涨幅%,现价,涨跌,涨速%,主力净量,总手,换手%,量比,所属行业,振幅%,现手,开盘,昨收,最高,最低,买价,卖价,市盈(动),市净率,买量,卖量,委比%,总金额,均笔额,笔数,手/笔,外盘,内盘,总市值,流通市值,贡献度
885490,民营医院,-3.44,1674.324,-59.735,0.07,-1.11,695123240,--,1.68,--,5.93,5424940--,1739.819,1734.059,1749.367,1646.519,--,--,--,--,--,--,--,10481485800,23911.55,438344,1586,--,--,5.14435E+11,--,--
885508,禽流感,-3.46,1587.016,-56.797,0.02,-2.72,539668350,--,1.78,--,5.66,3230360--,1644.752,1643.813,1653.563,1560.545,--,--,--,--,--,--,--,8711897500,22179.13,392797,1374,--,--,4.20026E+11,--,--
885731,保障房,-3.53,1055.415,-38.668,0.1,-0.07,1199516040,--,2.33,--,5.33,2396150--,1095.583,1094.083,1100.429,1042.067,--,--,--,--,--,--,--,8241040300,18628.62,442386,2711,--,--,7.37958E+11,--,--
885690,PPP概念,-3.54,1049.835,-38.474,0.08,0.04,2001416800,--,2.24,--,5.49,596200--,1089.227,1088.309,1093.166,1033.45,--,--,--,--,--,--,--,20034551000,21407.36,935872,2139,--,--,1.59736E+12,--,--
885661,医药电商,-3.54,745.098,-27.377,0.08,-2.02,393651940,--,2.21,--,5.39,1636200--,772.539,772.475,777.233,735.612,--,--,--,--,--,--,--,6785019300,23532.62,288324,1365,--,--,3.95624E+11,--,--
885699,ST板块,-3.69,1234.756,-47.333,-0.08,-2.65,545904730,--,1.96,--,4.9,1643640--,1286.66,1282.089,1288.264,1225.415,--,--,--,--,--,--,--,4725173100,20459.46,230953,2364,--,--,1.43734E+11,--,--
885595,央企国资改革,-3.72,1756.577,-67.936,0.07,-0.26,10245761400,--,1.94,--,5.75,30359100--,1826.637,1824.513,1834.513,1729.582,--,--,--,--,--,--,--,1.16224E+11,22111.11,5256343,1949,--,--,1.6144E+13,--,--
885651,两桶油改革,-3.72,583.675,-22.583,0.29,-0.1,304322680,--,2.17,--,5.01,320820--,605.803,606.258,606.258,575.869,--,--,--,--,--,--,--,1711772600,18726.11,91411,3329,--,--,2.04797E+12,--,--
885617,福建自贸区,-3.75,882.738,-34.349,0.01,-0.71,312442990,--,1.79,--,5.83,1346850--,917.42,917.087,923.59,870.149,--,--,--,--,--,--,--,2714397300,19487.38,139290,2243,--,--,1.10726E+11,--,--
885624,西安自贸区,-3.76,1302.669,-50.854,0,0.69,219825050,--,2.07,--,6.5,1758990--,1351.976,1353.523,1351.976,1263.997,--,--,--,--,--,--,--,1929954600,18239.47,105812,2078,--,--,38326750000,--,--
885551,氟化工,-3.79,2227.748,-87.697,-0.03,-3.41,243196000,--,2.01,--,6.05,1533600--,2326.443,2315.445,2334.837,2194.752,--,--,--,--,--,--,--,5270518600,20853.77,252737,962,--,--,1.0698E+11,--,--
885398,煤化工,-3.8,1297.444,-51.208,-0.02,-0.85,817280380,--,1.96,--,5.15,472100--,1348.938,1348.652,1349.551,1280.157,--,--,--,--,--,--,--,6426997700,18547.26,346520,2359,--,--,4.65825E+11,--,--
885439,土地流转,-3.81,2325.131,-92.131,0,-2.8,1124870150,--,1.54,--,5.61,119100--,2416.081,2417.262,2422.481,2286.95,--,--,--,--,--,--,--,11962614200,20443.29,585161,1922,--,--,4.25322E+11,--,--
885338,融资融券,-3.83,1025.838,-40.897,0.06,-0.96,32609804000,--,1.83,--,5.48,393000--,1067.334,1066.735,1070.132,1011.726,--,--,--,--,--,--,--,3.97722E+11,23335.02,17043983,1913,--,--,3.15797E+13,--,--
885345,新疆振兴,-3.84,681.775,-27.25,-0.05,-1.62,810243100,--,1.93,--,5.85,2305090--,711.225,709.025,712.239,670.761,--,--,--,--,--,--,--,8078708900,18518.95,436240,1857,--,--,2.74495E+11,--,--
885591,中韩自贸区,-3.91,1668.98,-67.871,0.07,-1.68,401770940,--,2.09,--,6.31,618170--,1735.248,1736.851,1756.357,1646.802,--,--,--,--,--,--,--,3504531900,17811.65,196755,2042,--,--,1.90661E+11,--,--
885623,参股金融,-3.96,1327.013,-54.648,0.04,-1.05,7739162100,--,1.77,--,5.85,362700--,1382.666,1381.661,1386.225,1305.444,--,--,--,--,--,--,--,85243839000,21034.18,4052634,1910,--,--,6.47588E+12,--,--
885426,海工装备,-3.96,1603.83,-66.185,0.17,-0.38,520264010,--,2.22,--,6.43,1509320--,1675.465,1670.015,1683.375,1575.967,--,--,--,--,--,--,--,5427926700,17818.86,304617,1708,--,--,4.16793E+11,--,--
885430,天然气,-3.99,1175.797,-48.89,0.04,-0.22,1315521670,--,1.96,--,5.44,152600--,1225.121,1224.687,1228.263,1161.64,--,--,--,--,--,--,--,11555126400,19606.26,589359,2232,--,--,2.46811E+12,--,--
885560,金改,-4,2107.014,-87.85,0.04,-2.35,2321932200,--,1.69,--,6.17,10875100--,2195.531,2194.864,2200.921,2065.534,--,--,--,--,--,--,--,26889630000,20378.14,1319533,1760,--,--,1.06108E+12,--,--
885514,京津冀一体化,-4,1793.911,-74.831,0.01,-1.67,1165928230,--,2.17,--,5.4,4563590--,1869.573,1868.742,1876.664,1775.711,--,--,--,--,--,--,--,10842085500,21269.5,509748,2287,--,--,7.09693E+11,--,--
885505,生态农业,-4.04,2039.262,-85.839,-0.06,-2.52,735916940,--,1.71,--,6.07,119100--,2126.971,2125.101,2132.311,2003.363,--,--,--,--,--,--,--,9881528600,20239.12,488239,1507,--,--,3.80855E+11,--,--
885403,生物医药,-4.05,2193.459,-92.696,0.02,-2.43,1136792170,--,1.7,--,5.51,205300--,2288.524,2286.155,2291.339,2165.361,--,--,--,--,--,--,--,22588264000,24744.69,912853,1245,--,--,1.01076E+12,--,--
885663,证金持股,-4.09,778.761,-33.228,0.05,-0.46,12750424000,--,1.88,--,5.57,1410200--,812.408,811.989,814.165,768.909,--,--,--,--,--,--,--,1.48177E+11,22323.57,6637673,1921,--,--,1.65173E+13,--,--
885354,新三板,-4.13,1152.624,-49.66,-0.03,-2.2,1805129600,--,1.93,--,6.09,10395700--,1203.199,1202.284,1209.785,1136.55,--,--,--,--,--,--,--,26505086000,25202.35,1051691,1716,--,--,9.13936E+11,--,--
885734,广东自贸区,-4.15,1050.436,-45.429,0.14,-1.57,160009380,--,1.15,--,5.39,1197630--,1095.168,1095.865,1095.965,1036.888,--,--,--,--,--,--,--,1557751700,17413.22,89458,1789,--,--,1.02823E+11,--,--
885383,新型城镇化,-4.17,1892.991,-82.385,0.04,-1.04,768236020,--,1.71,--,5.85,5156860--,1972.878,1975.376,1981.012,1865.51,--,--,--,--,--,--,--,8873951900,21466.71,413382,1858,--,--,7.65362E+11,--,--
885692,地下管网,-4.18,1159.062,-50.562,0.07,-3.05,321740620,--,1.43,--,6.9,2938880--,1212.366,1209.624,1218.898,1135.434,--,--,--,--,--,--,--,4446913000,20843.18,213351,1508,--,--,1.26604E+11,--,--
885705,农业现代化,-4.22,842.812,-37.117,-0.06,-2.82,443597010,--,1.83,--,6.39,2377720--,881.049,879.929,886.168,829.933,--,--,--,--,--,--,--,4207980100,17915.83,234875,1889,--,--,2.23948E+11,--,--
885707,参股新股,-4.23,824.381,-36.367,0.03,-1.48,890476400,--,1.75,--,6,145720--,860.56,860.748,864.245,812.627,--,--,--,--,--,--,--,10162912700,21088.38,481920,1848,--,--,6.00471E+11,--,--
885693,振兴东北,-4.24,1054.249,-46.626,0,-1.9,1472912100,--,1.81,--,5.76,6591300--,1102.433,1100.875,1104.872,1041.512,--,--,--,--,--,--,--,15435275000,19942.42,773992,1903,--,--,6.55946E+11,--,--
885386,建筑节能,-4.29,2203.91,-98.786,0,-1.65,657777140,--,2.07,--,6.11,3452240--,2307.762,2302.696,2307.762,2167.144,--,--,--,--,--,--,--,9690522700,22516.78,430369,1528,--,--,3.40026E+11,--,--
885525,白酒,-4.3,1610.776,-72.375,-0.04,-2.67,365012490,--,1.49,--,6.05,1583610--,1682.931,1683.151,1682.931,1581.064,--,--,--,--,--,--,--,9209369000,24561.72,374948,974,--,--,8.89122E+11,--,--
885522,养老概念,-4.32,2046.37,-92.431,0,-2.62,700919490,--,1.6,--,6.32,60300--,2139.841,2138.801,2147.067,2011.802,--,--,--,--,--,--,--,10707005100,20885.44,512654,1367,--,--,4.34036E+11,--,--
885304,生物质能,-4.33,1784.85,-80.797,0,-3.51,351865080,--,1.63,--,5.23,3715530--,1865.986,1865.647,1869.378,1771.791,--,--,--,--,--,--,--,4081670700,18428.57,221486,1589,--,--,1.05404E+11,--,--
885427,高端装备,-4.36,1658.868,-75.562,0,-1.09,2276211800,--,1.88,--,6.01,9353700--,1736.119,1734.43,1739.907,1635.75,--,--,--,--,--,--,--,25036910000,18897.19,1324901,1718,--,--,1.60623E+12,--,--
